economy,time,BX.KLT.DINV.CD.WD,FP.CPI.TOTL.ZG,FR.INR.RINR,NE.CON.GOVT.CD,NE.CON.TOTL.CD,NE.EXP.GNFS.CD,NY.GDP.MKTP.CD,SL.UEM.TOTL.ZS,AG.LND.AGRI.ZS,NE.GDI.TOTL.CD,NE.IMP.GNFS.CD,SL.TLF.CACT.ZS
CMR,YR2021,963531503.483345,2.27185762503631,,5422651983.01915,38437974669.3916,7575052201.79875,45338283344.8175,4.12200021743774,,8557050132.66173,9231793659.03457,71.2900009155273
COD,YR2000,94190399.9,513.906843747536,,392753623.188406,17118481088.4058,2185507246.37681,19088046305.7971,2.96099996566772,11.2922079354227,2755072463.76812,2971014492.75362,72.4349975585938
COD,YR2001,102221899.9,359.936614264586,,282666666.666667,7018855767.0,891666666.666667,7438189100.33333,2.92799997329712,11.2701528417988,498666666.666667,971000000.0,72.4629974365234
COD,YR2002,187598693.6,31.5225826025495,,513141646.997198,7902223721.68166,1367800837.58331,8728038525.14034,2.89499998092651,11.2701528417988,648998710.367452,1190984744.49209,72.4830017089844
COD,YR2003,391254723.5,12.8739657187405,,442035395.392274,8625280893.26671,2145055691.03305,8937567059.87754,2.87299990653992,11.2701528417988,851263476.282778,2684033000.70499,72.4970016479492
COD,YR2004,409032814.4,3.9943840081597,,644094246.533644,9434602459.92435,2340567899.3741,10297483481.223,2.85700011253357,11.2701528417988,1262154368.83896,2739841246.91439,72.5059967041016
COD,YR2005,180000000.0,21.3168167229341,,646062104.881116,11323946707.5888,2745153230.58484,11964484667.9102,2.84999990463257,11.2701528417988,1409404356.9638,3514019627.22723,72.5100021362305
COD,YR2006,256100000.0,13.0526949745101,29.2173325376996,860271701.388147,12994676881.3792,3136077074.81099,14451902467.9315,3.08699989318848,11.286032509208,2116674938.09244,3795526426.35114,71.6320037841797
COD,YR2007,1808000000.0,16.945100654195,22.2243516885822,1162845152.52836,14777151209.5409,6539494270.72831,16737071816.38,3.31599998474121,11.3142630290466,2294365374.50039,6873939038.58308,70.7379989624023
COD,YR2008,1726800000.0,17.3013845700157,18.8343422659083,1632905858.74118,18771305003.0172,7723022252.04164,19788515873.8942,3.55100011825562,11.3363181226704,2148459597.43783,8854270978.60243,69.8270034790039
COD,YR2009,-243200000.0,2.79999999999981,24.6947702747909,1322158279.38697,17670428063.9399,5000335250.26001,18648373312.4241,3.80699992179871,11.8599060453012,2715843800.42228,6738233802.19806,68.9000015258789
COD,YR2010,2742300000.0,7.10000000000038,29.5828258200981,1573242919.99181,17197357666.5984,8865916412.10778,21565720044.4634,4.01700019836426,12.5400851326614,6206905136.85909,10704459171.2123,67.9580001831055
COD,YR2011,1596024303.85686,15.316515913949,26.3303502334725,2083835921.01415,21001205757.5749,10210736241.2238,25839749198.8233,4.25400018692017,13.0724950927417,6432057740.62245,11804250540.7066,67.0009994506836
COD,YR2012,2891607809.09542,9.72182806273363,21.2447386340948,2292116922.4413,27084079383.0966,9027202464.46064,29306235826.3885,4.48999977111816,13.6238724333385,4199065248.02801,11004111269.1967,66.0299987792969
COD,YR2013,1697585830.80626,0.80822310148707,16.1472335882844,2674850165.71406,27036541221.5699,11910414647.3896,32679745297.6453,4.46799993515015,13.8638318519662,7138048347.37782,13405258918.692,66.0419998168945
COD,YR2014,1499572152.49797,1.24303889760763,17.5247381603033,2988266762.41261,29374480783.9985,13226085525.3466,35909040265.9328,4.44899988174438,14.2250942855252,8339326751.62822,15030792168.7916,66.0419998168945
COD,YR2015,1165720010.30767,0.744198994781499,20.7667503488006,3433901197.10362,32364344259.4642,10512898980.653,37917704900.0794,4.45699977874756,14.3137557618932,7025058762.50695,11984597102.4369,66.0299987792969
COD,YR2016,932374669.380907,2.88585107290009,14.0840565292778,2762070610.71196,33648729763.9876,8896176892.90775,37134799974.5225,4.47900009155273,14.4116803775832,6461431391.36108,11871538073.8329,66.0299987792969
COD,YR2017,1047979482.55526,,-15.6902472393751,2074644129.9304,29960191438.728,13401989661.626,38019265625.8845,4.45900011062622,14.6781059085596,9500131817.7004,14843047292.1698,66.0130004882813
COD,YR2018,1407563588.42423,,-4.77125574987054,3005166335.03305,40058004544.2177,15485130709.7247,47568210068.5136,4.43400001525879,14.7963212103835,9799507746.48256,17774432931.9113,65.9800033569336
COD,YR2019,1350994226.20535,,19.6802003760225,3587623586.71023,42924901659.4709,13393198495.2785,51775830725.8441,4.43599987030029,14.8783661586643,10662994003.2533,15205263432.2193,65.9339981079102
COD,YR2020,1498084807.8648,,21.2286960414563,3690620714.66703,37355957723.5366,13935463039.123,48716960860.0664,5.1269998550415,14.8086720628129,11985483582.2292,14559943484.8223,65.306999206543
COD,YR2021,1677673789.73561,,7.22788278421257,4572984251.71717,39956939126.9642,22353947838.6733,55350968593.0597,5.11199998855591,,15233319196.498,22193237569.0758,65.7679977416992
COG,YR2000,-98141674.3463606,-0.88199151702543,,373408928.900678,1132117645.39852,2591933855.33981,3227927697.43665,19.9810009002686,30.8638360175695,730349442.381849,1407787623.25256,68.0149993896484
COG,YR2001,-135479673.015224,0.0559899218140692,,394048206.322876,1338213294.36179,2165209434.71013,2796704577.3082,20.0020008087158,30.8638360175695,737117279.314231,1490991847.73519,67.9940032958984
COG,YR2002,200095651.485644,4.37875971780872,,557002519.196694,1459199283.50794,2473412989.69084,3034251042.07329,19.9580001831055,30.8638360175695,710245242.558452,1636664258.37075,67.9690017700195
COG,YR2003,220038914.195923,-0.631844987363151,,608211038.711331,1489305670.6238,2831441638.12426,3503723244.83607,19.9810009002686,30.8638360175695,914132752.621412,2664560916.63801,67.9449996948242
COG,YR2004,88557997.2244039,2.42976607961798,,697275751.036337,2351956977.68793,3750252499.15614,4656975222.72243,19.9029998779297,30.8784773060029,1048766693.08868,2367531965.64632,67.9280014038086
COG,YR2005,801314933.871917,3.09449011456182,,831637770.019406,2899714826.73391,4987838979.90056,6650001213.82609,19.7999992370605,30.8843338213763,1724877213.90498,2962429806.71337,67.9199981689453
COG,YR2006,1489015781.25324,6.53784395299605,,1029180040.1818,3421773358.7328,6253141117.12749,8072305415.35484,19.8470001220703,30.8931185944363,2283127013.68386,3885736074.18932,67.9020004272461
COG,YR2007,1424251935.63471,2.65464645060697,,1475579341.78057,4440723668.22478,6014868990.62895,8782703766.99342,20.1219997406006,30.8931185944363,5362165263.33185,7035054155.19217,67.890998840332
COG,YR2008,1947972913.20639,4.95875092023158,,1414414798.20628,5152876681.61435,8551336322.86996,11649858744.3946,19.9750003814697,30.8931185944363,4901260089.6861,6955614349.77578,67.8840026855469
COG,YR2009,1189051286.37969,4.41500374795218,,1304068906.77182,5085036277.35367,6269575545.81884,9723300390.77733,19.943000793457,30.9311859443631,5279276723.84941,6910588156.24459,67.8740005493164
COG,YR2010,1522228646.33912,0.39152501122766,,1390018033.75665,5235480683.58912,9010344298.63076,13148395201.8041,20.0189990997314,30.9692532942899,6204750135.56138,7302179915.9772,67.8550033569336
COG,YR2011,298678855.105983,1.75958704273802,,2009361937.62698,6344559962.61846,11524199753.5908,15655384440.3994,20.1900005340576,31.0278184480234,5767741272.86532,7981116548.67516,67.9199981689453
COG,YR2012,-69249948.2173565,5.01018773134464,,2434041064.61912,6628393381.8856,10276402426.1379,17692912613.1633,20.1219997406006,31.0453879941435,7752473135.67573,6964356330.53593,67.9649963378906
COG,YR2013,1878859499.34966,4.63161619729463,,2527334011.40637,7196005677.67214,9506330841.32888,17958721571.7526,20.3400001525879,31.1185944363104,8452179351.22847,7195794448.91229,67.9940032958984
COG,YR2014,2891102397.12388,0.912139545450186,,2998653794.08061,7943241993.18167,9521187838.64056,17912908765.9058,20.2740001678467,31.1185944363104,9598798331.89302,9150319397.80941,68.0100021362305
COG,YR2015,4279839199.11278,3.16909796750826,,2400695288.33749,6876875286.80505,5080489780.56422,11890259136.1098,20.4850006103516,31.1185944363104,9440994128.33001,9508100059.58949,68.0120010375977
COG,YR2016,50608700.3526123,3.19056179723775,,2329304263.07143,6823360144.58858,4598648747.16,10219341276.8965,20.6480007171631,31.1185944363104,7563305909.69778,8765973524.38114,67.9879989624023
COG,YR2017,4416953733.854,0.450063823285551,,2140452218.24665,6636922631.23415,6442158614.004,11094822713.3481,20.5919990539551,31.1215226939971,4135842016.48891,6120100548.20679,67.9489974975586
COG,YR2018,4315250918.3882,1.15277896375521,,1995083186.40949,7216445324.43719,9709768353.74784,13670036996.0023,20.6439990997314,31.1215226939971,3442988082.38057,6699164764.38325,67.8939971923828
COG,YR2019,-1427679257.05894,2.20607305781519,,1691509584.73215,7051434189.49294,9408766860.49588,12750339022.9915,20.6119995117188,31.1215226939971,3068641875.30188,6778503902.46983,67.8259963989258
COG,YR2020,-1983178866.50125,1.79537147083111,,2004537983.89815,7317102917.72211,5976728064.96336,10483151175.8451,22.5170001983643,31.1215226939971,1635173544.87427,4445853443.27346,67.1809997558594
COG,YR2021,3690808231.5,1.71564275451263,,2555918004.17903,8628656628.02799,7813576416.95942,13366230219.5352,22.2350006103516,,1890524726.58412,4966529355.36301,67.2529983520508
COL,YR2000,2436459923.42856,9.22534818585368,-11.13795591854,16454166612.5795,85843702230.1189,15897088339.1542,99886577330.7271,20.5200004577637,40.4317260027039,14878732011.2935,16732945249.8395,67.629997253418
COL,YR2001,2541942612.20739,7.96556090304835,13.3324808384727,16269986013.4216,85537119571.9387,15111975248.9223,98211749595.5442,15.039999961853,37.6250563316809,15745554551.9172,18182899777.234,67.6399993896484
COL,YR2002,2133698124.14946,6.3515072877887,9.77520490050366,15714140646.1111,84346105145.6982,14513777086.8965,97963003804.7851,15.6300001144409,37.5006759801713,16900128593.838,17797007021.6476,67.5100021362305
COL,YR2003,1720493455.49813,7.12978862941867,7.82379797812032,14773847780.4391,80145882798.5658,15687092169.746,94641378693.223,14.1899995803833,37.9008562415502,17680731082.0191,18872327357.1079,68.1999969482422
COL,YR2004,3115635873.52058,5.90402005546497,7.27050966235802,18360253805.3435,97038251619.3236,19635451077.6387,117081522349.677,13.7200002670288,38.2073005858495,22761814795.9329,22353995143.2179,66.6900024414063
COL,YR2005,10235417315.1376,5.05101962689697,9.36261382989136,20322865146.5923,119151985428.433,24713096944.4685,145619193046.094,11.8699998855591,38.3569175304191,31535643836.9577,29781533163.7656,65.9400024414063
COL,YR2006,6750625311.15878,4.29342363628925,6.69729597369365,22433660558.8588,131307367542.634,28652691910.1451,161618580752.946,10.9630002975464,38.011716989635,37073626284.8131,35415104984.6471,64.5869979858398
COL,YR2007,8885764397.56293,5.54438485815156,9.67644438040688,28308825046.6122,166550237985.423,33882152043.1603,206181823187.675,10.25,38.2478593961244,48358463535.705,42609030376.6138,63.2099990844727
COL,YR2008,10564155795.9327,6.99688495554508,8.82101697806755,31832921683.276,191878756929.995,43859076073.7904,242186949772.533,10.5200004577637,38.408292023434,57448976114.2209,50999859345.4739,63.6199989318848
COL,YR2009,8034746177.08445,4.20251661216488,8.59454735357298,32080533130.5119,186660904965.832,38170172446.1235,232397835356.357,11.3199996948242,38.3415953132041,51098667144.7092,43531909200.3089,66.3899993896484
COL,YR2010,6429989612.99413,2.27200227892008,5.37222402661314,39431790427.975,228374030520.986,46826831270.1524,286563099757.482,10.9799995422363,38.3082469580892,62725115656.2124,51362877689.8698,67.7600021362305
COL,YR2011,14647048638.4496,3.41503344776241,4.5429648424224,44712534602.2479,260994371822.263,64565473515.4334,334943877377.472,10.1099996566772,37.603424966201,77022325595.2174,67638293555.4426,68.4700012207031
COL,YR2012,15039979138.8914,3.16930188840063,8.65535095377715,49983418285.1962,293428793725.668,69774770559.0529,370921317942.564,9.73999977111816,38.411536728256,81990837082.221,74273083424.3787,69.4100036621094
COL,YR2013,16210419015.9816,2.01699224310378,8.90797441037794,53868145549.234,304283746108.614,69111201874.1384,382116120909.218,9.05000019073486,40.392609283461,84763079902.0628,76041906975.5974,69.0299987792969
COL,YR2014,16168701714.7497,2.89883787761738,8.44294935194349,54284658204.2603,305707759875.942,63397043405.7392,381112110485.385,8.56999969482422,40.3647589004056,91479535270.2828,79472228066.5797,69.1500015258789
COL,YR2015,11620532645.7092,4.98983115849532,8.78547373201402,43469430770.9833,244431116992.85,45930515098.6219,293481753078.868,8.30000019073486,40.3369986480397,69771448918.0367,66651327930.6406,69.4800033569336
COL,YR2016,13857937720.8026,7.51346024627683,9.03209505722643,41126390314.3555,236444410952.634,41623750983.8154,282825012368.255,8.6899995803833,40.3091482649842,65523257228.1961,60766406796.3904,69.0699996948242
COL,YR2017,13700880445.1998,4.31431325695007,8.13449112757923,46410303340.4722,260089070222.916,47235694653.5682,311883730442.045,8.86999988555908,44.6137899954935,67364942243.2272,62805976677.666,68.8899993896484
COL,YR2018,11298692773.8486,3.24056932930567,7.15306948982847,51538314238.2534,279188649601.479,53136579845.3584,334198218100.719,9.10999965667725,44.6074808472285,70834901643.2556,68961912989.3748,68.3899993896484
COL,YR2019,13989154028.3683,3.52301932741443,7.46754725861942,50964821970.7527,272839664031.539,51271146742.3269,323109540251.855,9.96000003814697,44.7129337539432,69082789206.4874,70084059728.4986,67.4800033569336
COL,YR2020,7458624984.21929,2.52663500084712,8.38035737953247,46402103211.8443,236993933439.549,36465851526.4076,270299984937.97,15.039999961853,43.4815885534024,52017480597.7687,55177280625.7553,62.7000007629395
COL,YR2021,9381292453.63667,3.49505757399453,2.6625114118377,51326280506.779,277438476662.97,51599165400.1063,314464137241.33,13.8999996185303,,62289659149.466,76863163971.2141,64.3300018310547
COM,YR2000,93636.1151,,17.2284160944343,38783004.4156078,351284881.799886,31027529.9630531,351136568.441921,4.65799999237061,71.4669532509404,63353096.1821513,94530053.1675228,41.826000213623
COM,YR2001,1145914.9949,5.55459394816816,3.10228896941749,41806064.2095561,378672207.796747,33446307.7712056,378512003.405071,4.7039999961853,72.5416442772703,68292423.0786806,101899095.628004,41.7239990234375
COM,YR2002,430423.4793,3.53304214308075,7.51588248556845,47047300.4309754,426145367.662986,37638993.5591058,425964697.418664,4.65999984741211,72.5416442772703,76853878.5192497,114673710.499767,41.6119995117188
COM,YR2003,793243.734562134,3.79908136671901,6.39462200375769,60403781.7260109,547117409.951322,48323485.2322169,546885184.990174,4.61600017547607,72.5416442772703,98670783.8696082,147226026.853943,41.4949989318848
COM,YR2004,672560.378635006,4.47499289078105,7.36218094566545,69991795.2685627,633974162.049135,55994447.5839025,633706149.25026,4.57000017166138,72.5416442772703,114335380.091453,170600260.174689,41.3800010681152
COM,YR2005,558865.800033729,3.01332395058121,10.6504754433318,72217594.5102692,654123291.350124,57775592.8908229,653845122.872074,4.91800022125244,71.4669532509404,117968784.692035,176022484.1052,41.6860008239746
COM,YR2006,778420.21387879,3.37436360121208,7.16630934045214,77142722.9701862,698730434.853626,61714688.8156578,698431827.740958,5.27699995040894,71.4669532509404,126013345.951398,188025497.474345,41.9930000305176
COM,YR2007,7691947.28915694,4.46616710098129,6.7169660502541,85328990.6018603,782290592.138233,71414384.2208642,795673128.485442,5.65700006484985,71.4669532509404,134368576.333803,192400424.207459,42.3009986877441
COM,YR2008,4650574.15690676,1.70078176284532,7.13147593114977,100119581.464873,920484304.932735,75279521.6741405,915659192.825112,5.97200012207031,71.4669532509404,176254110.612855,256358744.394619,42.609001159668
COM,YR2009,13839598.1677915,4.3623482932572,9.42106333151304,103903917.01522,916950862.737905,84304807.1261037,905341090.570115,6.33900022506714,71.4669532509404,162877023.452874,258791602.746767,42.9179992675781
COM,YR2010,8350406.72212106,3.35475770328918,8.67945345110222,101138331.702577,927022328.741616,87519203.2675129,907978723.547592,6.68599987030029,71.4669532509404,165024817.04854,271587625.510077,43.2270011901855
COM,YR2011,23118440.5401983,1.84266300756184,7.23398648231259,109060609.190053,1064691960.22482,101862710.840561,1023086183.79822,7.03700017929077,71.4669532509404,163913461.116778,307381948.383939,43.5369987487793
COM,YR2012,10375197.4614675,6.31474450315182,5.97438246868747,102027252.359713,1084586671.84794,90876019.4433628,1015843368.79008,7.40700006484985,71.4669532509404,164074592.607856,323693915.109085,43.8479995727539
COM,YR2013,4231644.4167,-4.29487331536753,8.59720640753865,104107528.466649,1169695217.40856,101000284.268301,1116224161.07781,7.73999977111816,71.4669532509404,182571518.583939,337042859.182986,44.1590003967285
COM,YR2014,4684558.67518381,,9.58491678293437,118122802.564283,1203387260.13858,111239529.269439,1149587651.69395,8.14000034332275,71.4669532509404,174771412.677753,339810649.225801,44.4700012207031
COM,YR2015,4936699.51044482,,11.0807969694683,102320928.226954,1003651709.21281,97918670.0850322,966029542.038859,8.14000034332275,71.4669532509404,131747498.019886,267288335.278867,44.3979988098145
COM,YR2016,3569823.72997217,,8.63689163952244,107511640.119499,1045513800.97207,108098877.229645,1012835518.26037,8.08199977874756,70.9296077377754,127218957.543882,267996117.485221,44.3400001525879
COM,YR2017,3919473.02500835,,10.0570269213592,116619662.423655,1108990141.27909,128229503.784909,1077439662.5798,8.05599975585938,70.3922622246104,144737246.970442,304517229.454645,44.2669982910156
COM,YR2018,5672348.12858,,8.50815066613836,121610293.990563,1216258970.56254,153462152.243673,1188797574.94753,8.04300022125244,70.3922622246104,176751528.140249,357675075.998932,44.185001373291
COM,YR2019,4300803.9663215,,6.03679877441353,120635839.505069,1242657233.33768,152645352.931793,1195019559.09381,8.0629997253418,70.3922622246104,152183425.639149,352466452.81481,44.0960006713867
COM,YR2020,3875846.08058854,,7.37469560008337,129373800.992708,1354705564.55468,69481188.3983341,1225039230.74083,9.0319995880127,70.3922622246104,144576220.935645,343723743.147825,43.6769981384277
COM,YR2021,4024772.1820532,,7.81076914964434,131550034.883514,1388503297.70615,140072575.018788,1296089632.60039,8.97900009155273,,175398443.776959,407884683.901511,43.8170013427734
CPV,YR2000,34202238.3816146,-2.47745668519833,,,,145630289.312716,539227277.626411,11.1099996566772,17.6178660049628,,326304704.517028,60.007999420166
CPV,YR2001,9010186.20568656,3.34996472317896,,,,167854014.136461,563090641.188898,11.1700000762939,18.1141439205955,,351111281.817791,59.9199981689453
CPV,YR2002,14759046.6769552,1.88453410076764,,,,201943917.486384,620507562.099274,11.0900001525879,18.3622828784119,,425325329.749147,59.8310012817383
CPV,YR2003,39216510.8127633,1.18817038620528,,,,255073869.359581,813260468.873834,11.0469999313354,18.3622828784119,,548170327.495846,59.742000579834
CPV,YR2004,67638273.8033899,-1.89082172306181,,,,296019485.531489,924940272.389544,10.9379997253418,18.6104218362283,,643416173.227761,59.6539993286133
CPV,YR2005,80513541.3322083,0.418891612855161,,,,367287114.394074,972241336.910099,10.9130001068115,18.6104218362283,,647186829.215466,59.564998626709
CPV,YR2006,131539968.034584,5.36907687065552,5.89105743300322,,,499871224.812655,1107571017.02452,10.8470001220703,18.8585607940447,,805032366.953612,59.476001739502
CPV,YR2007,191764359.163339,4.41099704193491,1.65480979725522,264173529.740123,1216479727.09793,544957892.451777,1513040064.50412,10.7250003814697,18.8585607940447,753338289.400236,1001735843.20536,59.3870010375977
CPV,YR2008,210903689.269434,6.77443546371137,6.22243743470829,301838786.237655,1388487008.86694,659687944.674525,1787968044.494,10.7430000305176,19.3548387096774,867793721.461187,1128000631.83604,59.2980003356934
CPV,YR2009,126003552.248347,0.991103480568126,8.61468710265611,308718741.956684,1393721878.06895,527613487.281878,1697737296.24641,10.753999710083,19.3548387096774,743429418.732211,967027489.086079,59.2089996337891
CPV,YR2010,116200563.572313,2.07866470906422,10.481870255391,306637811.34912,1355263660.45579,543605692.692129,1663913071.40962,10.6700000762939,19.3548387096774,792810009.041928,1027766290.78024,59.1199989318848
CPV,YR2011,102246382.223796,4.47388342165027,6.94842451744028,345635516.777271,1517026727.83623,662759015.551819,1865915544.12445,10.8739995956421,19.3548387096774,886473745.820031,1200341794.39408,59.1290016174316
CPV,YR2012,128009964.769677,2.54039644167111,9.29595653477438,300777807.898609,1432116200.37303,704245132.589581,1741809808.96442,11.1269998550415,20.8436724565757,647840436.056952,1042391960.05514,59.1370010375977
CPV,YR2013,89297443.9961387,1.50654285701402,8.96365037076237,323053401.546842,1530794282.10298,749300524.240874,1850470042.43281,11.3570003509521,20.8436724565757,585295988.443829,1014920752.35487,59.1459999084473
CPV,YR2014,180589795.413074,-0.238778144990616,11.056759191885,343184577.494897,1549666224.28027,750676236.985831,1859898513.26858,11.5860004425049,19.6029776674938,688241045.589484,1128684993.587,59.1539993286133
CPV,YR2015,96071472.8368678,0.131187999024475,8.52159876469482,301032525.806026,1342343935.7976,717082167.756528,1596800287.16405,11.8100004196167,19.6029776674938,482019622.541271,944645439.937536,59.1629981994629
CPV,YR2016,126312006.101645,-1.40781637091703,9.86118091502319,287543859.297148,1338320565.84487,735543570.396065,1663008687.09505,12.0019998550415,19.6029776674938,586320693.242222,997176141.38498,59.1710014343262
CPV,YR2017,111711633.73814,0.784415251101353,8.74307113201543,318448419.283302,1473244718.93087,812736072.812859,1769787215.42141,12.2399997711182,19.6029776674938,676295306.363866,1192488882.68619,59.1800003051758
CPV,YR2018,103550532.589033,1.25699566690509,7.3372905405577,350010862.444012,1561541248.81174,962654298.731662,1966501117.61028,12.1700000762939,19.6029776674938,779495315.457278,1337189744.31988,55.560001373291
CPV,YR2019,123143385.65024,1.1066667429606,8.52983285809956,349068684.565339,1569419876.29854,1003790836.50777,1981845740.70615,12.2069997787476,19.6029776674938,701945217.634971,1293310189.73513,57.4300003051758
CPV,YR2020,67928586.4984708,0.60579580839551,9.13535964531508,351793050.724361,1434404837.19835,423385851.850857,1703698676.69742,14.8780002593994,19.6029776674938,865431167.913451,1019523180.26524,54.2490005493164
CPV,YR2021,104735749.616726,1.86215297494637,5.16834699829349,473778441.09674,1699922016.21788,476614904.187062,1936174043.45293,13.9099998474121,,882809399.676672,1123172277.70143,55.3019981384277
CRI,YR2000,723426415.264239,10.9615496593622,14.1690224894758,2061044982.64058,12007539001.9144,6445399583.37389,15013629658.6521,5.07999992370605,36.036036036036,3105823071.48188,6545131998.11804,58.8699989318848
CRI,YR2001,621846413.159734,11.2556157091172,12.8615666342028,2284003789.03518,12736226086.5996,6471720164.50269,15976174336.9721,5.92000007629395,35.8989424206815,3213685610.72764,6445457524.55378,61.0400009155273
CRI,YR2002,723172624.768835,9.16752048509115,15.147328561938,2435273622.92257,13607656380.9683,6502965357.40092,16578820687.2881,6.32999992370605,35.7618488053271,3296917230.55972,6828718281.64082,60.6500015258789
CRI,YR2003,774386239.764205,9.4475809161698,13.4978168217309,2503967509.90819,14338882694.2758,7024720849.34531,17271760506.9483,6.55999994277954,35.8206032119076,3275598195.45477,7367441232.12763,61.0099983215332
CRI,YR2004,1083718486.49799,12.3148150178852,8.88855321172717,2601092536.70678,15244161502.0665,7855095380.08358,18610594846.2083,6.3899998664856,35.6835095965531,3522980135.40977,8011642171.12324,59.7999992370605
CRI,YR2005,1528787464.115,13.7982949108987,10.3018894836012,2708068208.12756,16699761850.2553,8710569530.63531,20040642476.9817,6.57000017166138,35.3505679592636,3800536644.34586,9170225548.46405,62.0699996948242
CRI,YR2006,1801002598.41588,11.4705968149052,8.14628403357641,2990510209.87775,18649650071.7848,9839017111.19804,22715540324.3032,5.73999977111816,35.5464159811986,4789717400.2934,10562844259.1687,61.7200012207031
CRI,YR2007,2241492021.19677,9.35724456417162,2.06443515924033,3442658108.98047,22046947072.2423,10910386062.7488,26884700345.0342,4.48999977111816,35.2526439482961,6260577868.45342,12333210658.4104,62.5800018310547
CRI,YR2008,2436112218.26755,13.4244635507283,3.9522209592877,4182099129.55338,25928247009.1343,11953067007.0592,30801744881.0001,4.78000020980835,35.1155503329416,7580537376.41467,14660106511.6081,62.1399993896484
CRI,YR2009,1614614468.45234,7.84270167700652,9.13571634155488,4841874117.5465,25224333731.7369,10647948764.4953,30745712006.5307,7.71000003814697,35.5660007833921,5673479671.29959,10800050161.0011,61.5
CRI,YR2010,1906923793.45078,5.66275708420023,9.81159313269021,6259129399.35854,30887350504.2984,12363101561.2475,37658614803.2775,7.17000007629395,35.6247551899726,7469178976.26512,13061016238.5336,59.2099990844727
CRI,YR2011,2733268839.98155,4.87799830970698,11.0452738948785,7253325072.84479,35769229441.3961,13886078378.1015,42762617081.6522,9.52000045776367,35.6247551899726,8573126273.1275,15465817010.9729,60.6199989318848
CRI,YR2012,2696295210.67893,4.49545314354611,12.869664352569,7930216878.85202,39623439991.1315,14949440013.9988,47231651862.8399,9.10999965667725,35.4876615746181,9377464502.49204,16718692644.9812,64.3300018310547
CRI,YR2013,3205384976.80294,5.23133614174423,10.1329957065898,8727775215.16035,42437333014.3179,15586345071.9416,50949672205.9168,8.22000026702881,35.2722287504896,9981275235.97006,17055281116.7128,63.6599998474121
CRI,YR2014,3242149796.9724,4.51920098516958,8.18791760563077,8848669066.49091,43299633443.6277,16313862272.8384,52016408950.8936,8.5,34.8217783000392,9999194028.16778,17596280793.7402,64.1900024414063
CRI,YR2015,2955521680.83967,0.801982005099592,9.88706328691094,9572685774.88496,46230739278.1207,16930124511.5194,56441917652.9812,8.42000007629395,34.8119858989424,10641404752.979,17360350889.6379,62.810001373291
CRI,YR2016,2620435490.61534,-0.0174788505908107,9.49388346148549,9832559058.51495,47530349174.8531,18395633885.4873,58847016044.7363,8.09000015258789,34.8119858989424,11115578128.0003,18194545143.6044,57.7900009155273
CRI,YR2017,2924906990.98245,1.62590692991729,8.26983032730686,9899320100.45231,49309509081.2882,19826679615.149,60516043590.1832,7.73000001907349,34.8511555033294,10932147171.0521,19552292277.4822,59.8499984741211
CRI,YR2018,3014543618.02812,2.22111461526584,8.73920721920776,10109403835.0181,50621792561.8639,21059634128.663,62420165099.7231,9.01000022888184,34.9099099099099,11466497293.8918,20727758884.6955,62.2099990844727
CRI,YR2019,2719031329.42268,2.09604635327805,6.02471556816459,10790733381.6793,52207817154.6273,22111572396.8857,64417670082.6127,10.8100004196167,34.7728162945554,10348109405.5692,20249828874.4695,64.2600021362305
CRI,YR2020,2103003648.9836,0.724911478131358,6.47186914406142,10971944953.0681,50491180384.9165,19601771162.4311,62158002233.0279,16.4300003051758,34.4986290638465,9823391476.23127,17758340790.551,60.6199989318848
CRI,YR2021,3592802258.09677,1.72647755109235,3.41380142729904,10444343148.1156,50591667418.0275,23226248400.9351,64282438666.739,15.1400003433228,,12625618987.227,22161096139.2895,61.7599983215332
CSS,YR2000,1708338668.81225,2.43581303489138,,,,,34533832084.899,9.69603728626101,4.95857725083364,,,63.1126541069572
CSS,YR2001,2038044659.20541,2.62741314203333,,,,,35575806154.0538,9.35923030316544,4.951021365938,,,62.8047284890537
CSS,YR2002,2134414351.14861,2.17357792508091,,,,,37324413478.8892,9.4281511743578,4.92,,,62.6720983632824
CSS,YR2003,2329939021.0898,2.23543664374554,,,,,39887628735.7324,9.55672198085731,4.94282573792763,,,62.7323649428813
CSS,YR2004,2533129347.07475,2.39410982050296,,,,,43625651968.6462,8.8492168140631,4.92324070643448,,,63.0906627703396
CSS,YR2005,3284457853.95562,3.73342916467019,,,,,49307102490.0158,8.63925803662864,4.88745214276893,,,63.2277814449058
CSS,YR2006,3749496377.04743,4.25195321977968,,,,,56074282810.569,7.85396809847806,4.8964702976411,,,63.1676738693362
CSS,YR2007,3938759457.58788,4.03422982885069,,,,,62328931282.1072,7.56053522211098,4.89289119426948,,,63.0114502258601
CSS,YR2008,6617474874.91511,8.03327327650343,,,,,70781392493.0564,7.37298993327942,4.86883537112511,,,62.9377730285736
CSS,YR2009,3006666779.45883,0.421539125687228,,,,,59840576905.6194,8.39064512629247,4.9217957268124,,,61.8878562932704
CSS,YR2010,2587458155.82325,3.3700254022015,,,,,64943467922.0159,8.27972748793101,4.9231320242065,,,60.8355481001498
CSS,YR2011,2241090590.40132,3.45674967234602,,,,,70083173168.5617,8.46387837436045,4.95200691614178,,,60.8332432022714
